State,District,Year,Season,Crop,Area,Production
Maharashtra,Pune,2013,Kharif,Urad,2400.0,2200.0
Maharashtra,Pune,2013,Rabi,Maize,19000.0,57000.0
Maharashtra,Pune,2013,Rabi,Wheat,64300.0,129900.0
Maharashtra,Pune,2013,Kharif,Maize,1100.0,1900.0
Maharashtra,Pune,2013,Whole year,Sugarcane,143900.0,16963500.0
Maharashtra,Pune,2014,Kharif,Maize,13300.0,54500.0
Maharashtra,Pune,2014,Kharif,Rice,82100.0,136100.0
Maharashtra,Pune,2014,Rabi,Maize,21600.0,77300.0
Maharashtra,Pune,2014,Rabi,Wheat,71800.0,108300.0
Maharashtra,Pune,2014,Kharif,Maize,1100.0,1600.0
Maharashtra,Pune,2014,Whole year,Sugarcane,127800.0,13833900.0
Maharashtra,Raigad,2012,Kharif,Rice,124100.0,323000.0
Maharashtra,Raigad,2012,Kharif,Urad,700.0,500.0
Maharashtra,Raigad,2012,Kharif,Rice,3800.0,10300.0
Maharashtra,Raigad,2013,Kharif,Rice,124100.0,355100.0
Maharashtra,Raigad,2013,Kharif,Urad,200.0,100.0
Maharashtra,Raigad,2013,Kharif,Rice,3800.0,10800.0
Maharashtra,Raigad,2014,Kharif,Rice,116200.0,320700.0
Maharashtra,Raigad,2014,Kharif,Rice,9100.0,30100.0
Maharashtra,Ratnagiri,2012,Kharif,Rice,73800.0,214800.0
Maharashtra,Ratnagiri,2012,Kharif,Urad,300.0,200.0
Maharashtra,Ratnagiri,2012,Kharif,Rice,100.0,200.0
Maharashtra,Ratnagiri,2013,Kharif,Rice,72100.0,213200.0
Maharashtra,Ratnagiri,2014,Kharif,Rice,72500.0,220500.0
Maharashtra,Sangli,2012,Kharif,Maize,17900.0,32400.0
Maharashtra,Sangli,2012,Kharif,Rice,17500.0,33700.0
Maharashtra,Sangli,2012,Kharif,Urad,5500.0,1000.0
Maharashtra,Sangli,2012,Rabi,Maize,17000.0,32800.0
Maharashtra,Sangli,2012,Rabi,Wheat,20100.0,36500.0
Maharashtra,Sangli,2012,Whole year,Sugarcane,60700.0,7066100.0
Maharashtra,Sangli,2013,Kharif,Maize,26600.0,57800.0
Maharashtra,Sangli,2013,Kharif,Rice,14500.0,25500.0
Maharashtra,Sangli,2013,Kharif,Urad,7300.0,3900.0
Maharashtra,Sangli,2013,Rabi,Maize,18500.0,52300.0
Maharashtra,Sangli,2013,Rabi,Wheat,26200.0,51500.0
Maharashtra,Sangli,2013,Kharif,Maize,2800.0,4400.0
Maharashtra,Sangli,2013,Whole year,Sugarcane,62600.0,7466700.0
Maharashtra,Sangli,2014,Kharif,Maize,37100.0,146400.0
Maharashtra,Sangli,2014,Kharif,Rice,15500.0,31400.0
Maharashtra,Sangli,2014,Rabi,Maize,24300.0,94100.0
Maharashtra,Sangli,2014,Rabi,Wheat,32500.0,70900.0
Maharashtra,Sangli,2014,Kharif,Maize,2400.0,3700.0
Maharashtra,Sangli,2014,Whole year,Sugarcane,74500.0,8107100.0
Maharashtra,Satara,2012,Kharif,Maize,10900.0,12600.0
Maharashtra,Satara,2012,Kharif,Rice,51000.0,70000.0
Maharashtra,Satara,2012,Kharif,Urad,3200.0,1700.0
Maharashtra,Satara,2012,Rabi,Maize,6000.0,14100.0
Maharashtra,Satara,2012,Rabi,Wheat,35000.0,58500.0
Maharashtra,Satara,2012,Kharif,Maize,2600.0,4200.0
Maharashtra,Satara,2012,Whole year,Sugarcane,59800.0,5577700.0
Maharashtra,Satara,2013,Kharif,Maize,13200.0,32200.0
Maharashtra,Satara,2013,Kharif,Rice,50400.0,75600.0
Maharashtra,Satara,2013,Kharif,Urad,3300.0,1800.0
Maharashtra,Satara,2013,Rabi,Maize,11700.0,34100.0
Maharashtra,Satara,2013,Rabi,Wheat,33800.0,62200.0
Maharashtra,Satara,2013,Kharif,Maize,500.0,800.0
Maharashtra,Satara,2013,Whole year,Sugarcane,59800.0,6015200.0
Maharashtra,Satara,2014,Kharif,Maize,16400.0,31400.0
Maharashtra,Satara,2014,Kharif,Rice,52900.0,94700.0
Maharashtra,Satara,2014,Rabi,Maize,11700.0,24800.0
Maharashtra,Satara,2014,Rabi,Wheat,38300.0,61400.0
Maharashtra,Satara,2014,Kharif,Maize,2700.0,4300.0
Maharashtra,Satara,2014,Whole year,Sugarcane,70000.0,6927400.0
Maharashtra,Sindhudurg,2012,Kharif,Rice,74200.0,207000.0
Maharashtra,Sindhudurg,2012,Kharif,Urad,300.0,200.0
Maharashtra,Sindhudurg,2012,Kharif,Rice,2600.0,6200.0
Maharashtra,Sindhudurg,2013,Kharif,Rice,74200.0,232800.0
Maharashtra,Sindhudurg,2013,Kharif,Urad,300.0,200.0
Maharashtra,Sindhudurg,2013,Kharif,Rice,2600.0,5600.0
Maharashtra,Sindhudurg,2013,Whole year,Sugarcane,1100.0,96700.0
Maharashtra,Sindhudurg,2014,Kharif,Rice,67400.0,222400.0
Maharashtra,Sindhudurg,2014,Rabi,Maize,100.0,200.0
Maharashtra,Sindhudurg,2014,Kharif,Rice,2600.0,5400.0
Maharashtra,Solapur,2012,Kharif,Maize,11100.0,10800.0
Maharashtra,Solapur,2012,Kharif,Rice,400.0,100.0
Maharashtra,Solapur,2012,Kharif,Urad,3800.0,2200.0
Maharashtra,Solapur,2012,Rabi,Maize,21100.0,39900.0
Maharashtra,Solapur,2012,Rabi,Wheat,28800.0,21800.0
Maharashtra,Solapur,2012,Kharif,Maize,1100.0,1800.0
Maharashtra,Solapur,2012,Whole year,Sugarcane,144200.0,9716600.0
Maharashtra,Solapur,2013,Kharif,Maize,11100.0,19300.0
Maharashtra,Solapur,2013,Kharif,Rice,400.0,100.0
Maharashtra,Solapur,2013,Kharif,Urad,3800.0,2900.0
Maharashtra,Solapur,2013,Rabi,Maize,31200.0,75300.0
Maharashtra,Solapur,2013,Rabi,Wheat,35700.0,35800.0
Maharashtra,Solapur,2013,Kharif,Maize,2000.0,3300.0
Maharashtra,Solapur,2013,Whole year,Sugarcane,122600.0,10488200.0
Maharashtra,Solapur,2014,Kharif,Maize,12700.0,24000.0
Maharashtra,Solapur,2014,Kharif,Rice,400.0,100.0
Maharashtra,Solapur,2014,Rabi,Maize,36100.0,105800.0
Maharashtra,Solapur,2014,Rabi,Wheat,42200.0,54600.0
Maharashtra,Solapur,2014,Kharif,Maize,2200.0,3400.0
Maharashtra,Solapur,2014,Whole year,Sugarcane,205500.0,20049700.0
Maharashtra,Thane,2012,Kharif,Rice,137500.0,356800.0
Maharashtra,Thane,2012,Kharif,Urad,3500.0,2400.0
Maharashtra,Thane,2012,Kharif,Rice,2100.0,6100.0
Maharashtra,Thane,2013,Kharif,Rice,137500.0,328000.0
Maharashtra,Thane,2013,Kharif,Urad,3500.0,2300.0
Maharashtra,Thane,2013,Kharif,Rice,2100.0,6000.0
Maharashtra,Thane,2014,Kharif,Rice,55200.0,132900.0
Maharashtra,Thane,2014,Kharif,Rice,2800.0,7500.0
Maharashtra,Wardha,2012,Kharif,Urad,400.0,300.0
Maharashtra,Wardha,2012,Rabi,Wheat,23700.0,36000.0
Maharashtra,Wardha,2012,Whole year,Sugarcane,2100.0,180200.0
Maharashtra,Wardha,2013,Kharif,Urad,300.0,100.0
Maharashtra,Wardha,2013,Rabi,Wheat,25700.0,33700.0
Maharashtra,Wardha,2013,Kharif,Maize,500.0,500.0
Maharashtra,Wardha,2013,Whole year,Sugarcane,3200.0,187500.0
Maharashtra,Wardha,2014,Rabi,Wheat,13700.0,19900.0
Maharashtra,Wardha,2014,Kharif,Maize,1000.0,1000.0
Maharashtra,Wardha,2014,Whole year,Sugarcane,3100.0,201800.0
Maharashtra,Washim,2012,Kharif,Maize,100.0,200.0
Maharashtra,Washim,2012,Kharif,Urad,35700.0,28500.0
Maharashtra,Washim,2012,Rabi,Wheat,16900.0,27100.0
Maharashtra,Washim,2012,Kharif,Maize,400.0,400.0
Maharashtra,Washim,2013,Kharif,Maize,300.0,900.0
Maharashtra,Washim,2013,Kharif,Urad,11900.0,4300.0
Maharashtra,Washim,2013,Rabi,Wheat,30900.0,50200.0
Maharashtra,Washim,2013,Kharif,Maize,100.0,100.0
Maharashtra,Washim,2014,Kharif,Maize,500.0,900.0
Maharashtra,Washim,2014,Rabi,Maize,300.0,
Maharashtra,Washim,2014,Rabi,Wheat,30900.0,40800.0
Maharashtra,Washim,2014,Whole year,Sugarcane,200.0,5800.0
Maharashtra,Yavatmal,2012,Kharif,Maize,500.0,1100.0
Maharashtra,Yavatmal,2012,Kharif,Rice,100.0,40.0
Maharashtra,Yavatmal,2012,Kharif,Urad,6900.0,4600.0
Maharashtra,Yavatmal,2012,Rabi,Wheat,36100.0,64600.0
Maharashtra,Yavatmal,2012,Kharif,Maize,800.0,
Maharashtra,Yavatmal,2012,Whole year,Sugarcane,4200.0,355100.0
Maharashtra,Yavatmal,2013,Kharif,Rice,100.0,
Maharashtra,Yavatmal,2013,Kharif,Urad,5700.0,1600.0
Maharashtra,Yavatmal,2013,Rabi,Wheat,34500.0,30700.0
Maharashtra,Yavatmal,2013,Kharif,Maize,400.0,500.0
Maharashtra,Yavatmal,2013,Whole year,Sugarcane,6500.0,490700.0
Maharashtra,Yavatmal,2014,Rabi,Maize,1300.0,200.0
Maharashtra,Yavatmal,2014,Rabi,Wheat,29100.0,26800.0
Maharashtra,Yavatmal,2014,Whole year,Sugarcane,8100.0,553700.0
Tamil Nadu,Ariyalur,2012,Kharif,Maize,14743.0,35469.0
Tamil Nadu,Ariyalur,2012,Kharif,Rice,17523.0,36392.0
Tamil Nadu,Ariyalur,2012,Kharif,Urad,1703.0,924.0
Tamil Nadu,Ariyalur,2012,Whole year,Sugarcane,7804.0,707584.0
Tamil Nadu,Ariyalur,2013,Kharif,Maize,17153.0,91257.0
Tamil Nadu,Ariyalur,2013,Kharif,Rice,24437.0,131658.0
Tamil Nadu,Ariyalur,2013,Kharif,Urad,1951.0,1639.0
Tamil Nadu,Ariyalur,2013,Rabi,Maize,615.0,3076.0
Tamil Nadu,Ariyalur,2013,Rabi,Urad,1485.0,1267.0
Tamil Nadu,Ariyalur,2013,Whole year,Sugarcane,9875.0,1112304.0
Tamil Nadu,Coimbatore,2012,Kharif,Maize,4601.0,16919.0
Tamil Nadu,Coimbatore,2012,Kharif,Rice,2156.0,7890.0
Tamil Nadu,Coimbatore,2012,Kharif,Urad,987.0,526.0
Tamil Nadu,Coimbatore,2012,Whole year,Sugarcane,1404.0,147841.0
Tamil Nadu,Coimbatore,2013,Kharif,Maize,3082.0,20147.0
Tamil Nadu,Coimbatore,2013,Kharif,Rice,2158.0,10139.0
Tamil Nadu,Coimbatore,2013,Kharif,Urad,646.0,543.0
Tamil Nadu,Coimbatore,2013,Rabi,Maize,2361.0,15650.0
Tamil Nadu,Coimbatore,2013,Rabi,Urad,153.0,131.0
Tamil Nadu,Coimbatore,2013,Whole year,Sugarcane,1170.0,121181.0
Tamil Nadu,Cuddalore,2012,Kharif,Maize,15171.0,23212.0
Tamil Nadu,Cuddalore,2012,Kharif,Rice,111958.0,339286.0
Tamil Nadu,Cuddalore,2012,Kharif,Urad,39034.0,21412.0
Tamil Nadu,Cuddalore,2012,Whole year,Sugarcane,30638.0,3445715.0
Tamil Nadu,Cuddalore,2013,Kharif,Maize,18993.0,70767.0
Tamil Nadu,Cuddalore,2013,Kharif,Rice,127485.0,565960.0
Tamil Nadu,Cuddalore,2013,Kharif,Urad,4915.0,3343.0
Tamil Nadu,Cuddalore,2013,Rabi,Maize,1527.0,7638.0
Tamil Nadu,Cuddalore,2013,Rabi,Urad,47422.0,49559.0
Tamil Nadu,Cuddalore,2013,Whole year,Sugarcane,30304.0,3286001.0
Tamil Nadu,Dharmapuri,2012,Kharif,Maize,2503.0,8868.0
Tamil Nadu,Dharmapuri,2012,Kharif,Rice,12003.0,53669.0
Tamil Nadu,Dharmapuri,2012,Kharif,Urad,2781.0,2048.0
Tamil Nadu,Dharmapuri,2012,Whole year,Sugarcane,16102.0,1299947.0
Tamil Nadu,Dharmapuri,2013,Kharif,Maize,11967.0,81069.0
Tamil Nadu,Dharmapuri,2013,Kharif,Rice,26689.0,132535.0
Tamil Nadu,Dharmapuri,2013,Kharif,Urad,7259.0,4885.0
Tamil Nadu,Dharmapuri,2013,Rabi,Maize,1468.0,7343.0
Tamil Nadu,Dharmapuri,2013,Rabi,Urad,964.0,823.0
Tamil Nadu,Dharmapuri,2013,Whole year,Sugarcane,8433.0,615686.0
Tamil Nadu,Dindigul,2012,Kharif,Maize,34325.0,119289.0
Tamil Nadu,Dindigul,2012,Kharif,Rice,9476.0,30806.0
Tamil Nadu,Dindigul,2012,Kharif,Urad,5992.0,1622.0
Tamil Nadu,Dindigul,2012,Whole year,Sugarcane,5378.0,298234.0
Tamil Nadu,Dindigul,2013,Kharif,Maize,7330.0,43858.0
Tamil Nadu,Dindigul,2013,Kharif,Rice,4234.0,25758.0
Tamil Nadu,Dindigul,2013,Kharif,Urad,992.0,834.0
Tamil Nadu,Dindigul,2013,Rabi,Maize,20131.0,127708.0
Tamil Nadu,Dindigul,2013,Rabi,Urad,5154.0,2912.0
Tamil Nadu,Dindigul,2013,Whole year,Sugarcane,3838.0,309789.0
Tamil Nadu,Erode,2012,Kharif,Maize,13955.0,64089.0
Tamil Nadu,Erode,2012,Kharif,Rice,6603.0,29125.0
Tamil Nadu,Erode,2012,Kharif,Urad,478.0,261.0
Tamil Nadu,Erode,2012,Whole year,Sugarcane,31227.0,2832977.0
Tamil Nadu,Erode,2013,Kharif,Maize,17068.0,105065.0
Tamil Nadu,Erode,2013,Kharif,Rice,30889.0,163021.0
Tamil Nadu,Erode,2013,Kharif,Urad,443.0,372.0
Tamil Nadu,Erode,2013,Rabi,Maize,1191.0,5958.0
Tamil Nadu,Erode,2013,Rabi,Urad,340.0,290.0
Tamil Nadu,Erode,2013,Whole year,Sugarcane,23539.0,2562633.0
Tamil Nadu,Kanchipuram,2012,Kharif,Maize,7.0,25.0
Tamil Nadu,Kanchipuram,2012,Kharif,Rice,77784.0,344875.0
Tamil Nadu,Kanchipuram,2012,Kharif,Urad,509.0,223.0
Tamil Nadu,Kanchipuram,2012,Whole year,Sugarcane,1781.0,173889.0
Tamil Nadu,Kanchipuram,2013,Kharif,Maize,25.0,163.0
Tamil Nadu,Kanchipuram,2013,Kharif,Rice,85564.0,391837.0
Tamil Nadu,Kanchipuram,2013,Kharif,Urad,684.0,575.0
Tamil Nadu,Kanchipuram,2013,Rabi,Maize,4.0,20.0
Tamil Nadu,Kanchipuram,2013,Rabi,Urad,984.0,840.0
Tamil Nadu,Kanchipuram,2013,Whole year,Sugarcane,1731.0,179286.0
Tamil Nadu,Kanniyakumari,2012,Kharif,Rice,12412.0,57882.0
Tamil Nadu,Kanniyakumari,2012,Kharif,Urad,403.0,170.0
Tamil Nadu,Kanniyakumari,2012,Whole year,Sugarcane,1.0,98.0
Tamil Nadu,Kanniyakumari,2013,Kharif,Rice,13619.0,66703.0
Tamil Nadu,Kanniyakumari,2013,Kharif,Urad,167.0,140.0
Tamil Nadu,Kanniyakumari,2013,Rabi,Urad,1222.0,1043.0
Tamil Nadu,Kanniyakumari,2013,Whole year,Sugarcane,2.0,207.0
Tamil Nadu,Karur,2012,Kharif,Maize,1239.0,4349.0
Tamil Nadu,Karur,2012,Kharif,Rice,10907.0,44073.0
Tamil Nadu,Karur,2012,Kharif,Urad,1164.0,635.0
Tamil Nadu,Karur,2012,Whole year,Sugarcane,6576.0,621454.0
Tamil Nadu,Karur,2013,Kharif,Maize,1458.0,9531.0
Tamil Nadu,Karur,2013,Kharif,Rice,12565.0,69898.0
Tamil Nadu,Karur,2013,Kharif,Urad,2628.0,2208.0
Tamil Nadu,Karur,2013,Rabi,Maize,346.0,1731.0
Tamil Nadu,Karur,2013,Rabi,Urad,1850.0,1579.0
Tamil Nadu,Karur,2013,Whole year,Sugarcane,3372.0,338937.0
Tamil Nadu,Krishnagiri,2012,Kharif,Maize,981.0,3418.0
Tamil Nadu,Krishnagiri,2012,Kharif,Rice,17753.0,72186.0
Tamil Nadu,Krishnagiri,2012,Kharif,Urad,4162.0,2381.0
Tamil Nadu,Krishnagiri,2012,Whole year,Sugarcane,1135.0,105896.0
Tamil Nadu,Krishnagiri,2013,Kharif,Maize,3280.0,21441.0
Tamil Nadu,Krishnagiri,2013,Kharif,Rice,29704.0,143404.0
Tamil Nadu,Krishnagiri,2013,Kharif,Urad,3879.0,3259.0
Tamil Nadu,Krishnagiri,2013,Rabi,Maize,158.0,790.0
Tamil Nadu,Krishnagiri,2013,Rabi,Urad,363.0,310.0
Tamil Nadu,Krishnagiri,2013,Whole year,Sugarcane,840.0,81194.0
Tamil Nadu,Madurai,2012,Kharif,Maize,7033.0,14740.0
Tamil Nadu,Madurai,2012,Kharif,Rice,18024.0,65000.0
Tamil Nadu,Madurai,2012,Kharif,Urad,719.0,374.0
Tamil Nadu,Madurai,2012,Whole year,Sugarcane,4944.0,494730.0
Tamil Nadu,Madurai,2013,Kharif,Maize,4660.0,18918.0
Tamil Nadu,Madurai,2013,Kharif,Rice,35268.0,163965.0
Tamil Nadu,Madurai,2013,Kharif,Urad,724.0,608.0
Tamil Nadu,Madurai,2013,Rabi,Maize,3368.0,16847.0
Tamil Nadu,Madurai,2013,Rabi,Urad,281.0,240.0
Tamil Nadu,Madurai,2013,Whole year,Sugarcane,4075.0,399214.0
Tamil Nadu,Nagapattinam,2012,Kharif,Maize,30.0,104.0
Tamil Nadu,Nagapattinam,2012,Kharif,Rice,142210.0,201553.0
Tamil Nadu,Nagapattinam,2012,Kharif,Urad,30600.0,10300.0
Tamil Nadu,Nagapattinam,2012,Whole year,Sugarcane,3421.0,319635.0
Tamil Nadu,Nagapattinam,2013,Kharif,Maize,19.0,124.0
Tamil Nadu,Nagapattinam,2013,Kharif,Rice,154750.0,605329.0
Tamil Nadu,Nagapattinam,2013,Kharif,Urad,143.0,120.0
Tamil Nadu,Nagapattinam,2013,Rabi,Maize,3.0,15.0
Tamil Nadu,Nagapattinam,2013,Rabi,Urad,46929.0,40958.0
Tamil Nadu,Nagapattinam,2013,Whole year,Sugarcane,2962.0,278902.0
Tamil Nadu,Namakkal,2012,Kharif,Maize,8451.0,35427.0
Tamil Nadu,Namakkal,2012,Kharif,Rice,5545.0,20254.0
Tamil Nadu,Namakkal,2012,Kharif,Urad,958.0,474.0
Tamil Nadu,Namakkal,2012,Whole year,Sugarcane,20299.0,1607629.0
Tamil Nadu,Namakkal,2013,Kharif,Maize,4715.0,39255.0
Tamil Nadu,Namakkal,2013,Kharif,Rice,9180.0,50983.0
Tamil Nadu,Namakkal,2013,Kharif,Urad,1548.0,1301.0
Tamil Nadu,Namakkal,2013,Rabi,Maize,5314.0,45483.0
Tamil Nadu,Namakkal,2013,Rabi,Urad,1536.0,1311.0
Tamil Nadu,Namakkal,2013,Whole year,Sugarcane,16544.0,1965911.0
Tamil Nadu,Perambalur,2012,Kharif,Maize,45747.0,88756.0
Tamil Nadu,Perambalur,2012,Kharif,Rice,7299.0,20892.0
Tamil Nadu,Perambalur,2012,Kharif,Urad,208.0,110.0
Tamil Nadu,Perambalur,2012,Whole year,Sugarcane,6500.0,567313.0
Tamil Nadu,Perambalur,2013,Kharif,Maize,45661.0,354692.0
Tamil Nadu,Perambalur,2013,Kharif,Rice,7175.0,36163.0
Tamil Nadu,Perambalur,2013,Kharif,Urad,473.0,397.0
Tamil Nadu,Perambalur,2013,Rabi,Maize,2076.0,10384.0
Tamil Nadu,Perambalur,2013,Rabi,Urad,614.0,524.0
Tamil Nadu,Perambalur,2013,Whole year,Sugarcane,5241.0,484717.0
Tamil Nadu,Pudukkottai,2012,Kharif,Maize,4022.0,23141.0
Tamil Nadu,Pudukkottai,2012,Kharif,Rice,83585.0,240394.0
Tamil Nadu,Pudukkottai,2012,Kharif,Urad,1405.0,691.0
Tamil Nadu,Pudukkottai,2012,Whole year,Sugarcane,9124.0,797048.0
Tamil Nadu,Pudukkottai,2013,Kharif,Maize,5354.0,38549.0
Tamil Nadu,Pudukkottai,2013,Kharif,Rice,72652.0,119895.0
Tamil Nadu,Pudukkottai,2013,Kharif,Urad,2778.0,2334.0
Tamil Nadu,Pudukkottai,2013,Rabi,Maize,3308.0,16547.0
Tamil Nadu,Pudukkottai,2013,Rabi,Urad,2391.0,2040.0
Tamil Nadu,Pudukkottai,2013,Whole year,Sugarcane,6826.0,471079.0
Tamil Nadu,Ramanathapuram,2012,Kharif,Maize,1519.0,4282.0
Tamil Nadu,Ramanathapuram,2012,Kharif,Rice,116505.0,68559.0
Tamil Nadu,Ramanathapuram,2012,Kharif,Urad,2473.0,731.0
Tamil Nadu,Ramanathapuram,2012,Whole year,Sugarcane,472.0,46084.0
Tamil Nadu,Ramanathapuram,2013,Kharif,Rice,114981.0,33928.0
Tamil Nadu,Ramanathapuram,2013,Rabi,Maize,885.0,4427.0
Tamil Nadu,Ramanathapuram,2013,Rabi,Urad,2109.0,267.0
Tamil Nadu,Ramanathapuram,2013,Whole year,Sugarcane,422.0,43708.0
Tamil Nadu,Salem,2012,Kharif,Maize,29542.0,167367.0
Tamil Nadu,Salem,2012,Kharif,Rice,12929.0,52953.0
Tamil Nadu,Salem,2012,Kharif,Urad,2536.0,1141.0
Tamil Nadu,Salem,2012,Whole year,Sugarcane,15485.0,1321473.0
Tamil Nadu,Salem,2013,Kharif,Maize,24805.0,186613.0
Tamil Nadu,Salem,2013,Kharif,Rice,20148.0,97052.0
Tamil Nadu,Salem,2013,Kharif,Urad,3248.0,3071.0
Tamil Nadu,Salem,2013,Rabi,Maize,10845.0,81733.0
Tamil Nadu,Salem,2013,Rabi,Urad,1170.0,998.0
Tamil Nadu,Salem,2013,Whole year,Sugarcane,12652.0,1215553.0
Tamil Nadu,Sivaganga,2012,Kharif,Maize,30.0,104.0
Tamil Nadu,Sivaganga,2012,Kharif,Rice,70632.0,130306.0
Tamil Nadu,Sivaganga,2012,Kharif,Urad,681.0,361.0
Tamil Nadu,Sivaganga,2012,Whole year,Sugarcane,6091.0,548874.0
Tamil Nadu,Sivaganga,2013,Kharif,Maize,204.0,1334.0
Tamil Nadu,Sivaganga,2013,Kharif,Rice,65447.0,46084.0
Tamil Nadu,Sivaganga,2013,Kharif,Urad,531.0,446.0
Tamil Nadu,Sivaganga,2013,Rabi,Maize,148.0,740.0
Tamil Nadu,Sivaganga,2013,Rabi,Urad,202.0,172.0
Tamil Nadu,Sivaganga,2013,Whole year,Sugarcane,5257.0,331683.0
Tamil Nadu,Thanjavur,2012,Kharif,Maize,959.0,3249.0
Tamil Nadu,Thanjavur,2012,Kharif,Rice,146959.0,431121.0
Tamil Nadu,Thanjavur,2012,Kharif,Urad,16253.0,8939.0
Tamil Nadu,Thanjavur,2012,Whole year,Sugarcane,11671.0,1288791.0
Tamil Nadu,Thanjavur,2013,Kharif,Maize,650.0,4249.0
Tamil Nadu,Thanjavur,2013,Kharif,Rice,167289.0,831483.0
Tamil Nadu,Thanjavur,2013,Kharif,Urad,2106.0,2327.0
Tamil Nadu,Thanjavur,2013,Rabi,Maize,825.0,4127.0
Tamil Nadu,Thanjavur,2013,Rabi,Urad,21366.0,18583.0
Tamil Nadu,Thanjavur,2013,Whole year,Sugarcane,8580.0,1012422.0
Tamil Nadu,The nilgiris,2012,Kharif,Rice,289.0,1148.0
Tamil Nadu,The nilgiris,2012,Whole year,Sugarcane,4.0,391.0
Tamil Nadu,The nilgiris,2013,Kharif,Rice,328.0,1420.0
Tamil Nadu,The nilgiris,2013,Whole year,Sugarcane,3.0,311.0
Tamil Nadu,Theni,2012,Kharif,Maize,9355.0,57910.0
Tamil Nadu,Theni,2012,Kharif,Rice,10321.0,47635.0
Tamil Nadu,Theni,2012,Kharif,Urad,748.0,409.0
Tamil Nadu,Theni,2012,Whole year,Sugarcane,6408.0,806079.0
Tamil Nadu,Theni,2013,Kharif,Maize,5813.0,49848.0
Tamil Nadu,Theni,2013,Kharif,Rice,12499.0,50813.0
Tamil Nadu,Theni,2013,Kharif,Urad,219.0,184.0
Tamil Nadu,Theni,2013,Rabi,Maize,4770.0,41162.0
Tamil Nadu,Theni,2013,Rabi,Urad,356.0,304.0
Tamil Nadu,Theni,2013,Whole year,Sugarcane,6425.0,672685.0
Tamil Nadu,Thiruvallur,2012,Kharif,Maize,4.0,14.0
Tamil Nadu,Thiruvallur,2012,Kharif,Rice,78337.0,300455.0
Tamil Nadu,Thiruvallur,2012,Kharif,Urad,1050.0,473.0
Tamil Nadu,Thiruvallur,2012,Whole year,Sugarcane,7669.0,746013.0
Tamil Nadu,Thiruvallur,2013,Kharif,Maize,26.0,170.0
Tamil Nadu,Thiruvallur,2013,Kharif,Rice,95827.0,451522.0
Tamil Nadu,Thiruvallur,2013,Kharif,Urad,460.0,387.0
Tamil Nadu,Thiruvallur,2013,Rabi,Maize,55.0,275.0
Tamil Nadu,Thiruvallur,2013,Rabi,Urad,1116.0,952.0
Tamil Nadu,Thiruvallur,2013,Whole year,Sugarcane,7352.0,698344.0
Tamil Nadu,Thiruvarur,2012,Kharif,Rice,158904.0,192843.0
Tamil Nadu,Thiruvarur,2012,Kharif,Urad,13153.0,6765.0
Tamil Nadu,Thiruvarur,2012,Whole year,Sugarcane,593.0,57898.0
Tamil Nadu,Thiruvarur,2013,Kharif,Rice,174366.0,820538.0
Tamil Nadu,Thiruvarur,2013,Kharif,Urad,580.0,487.0
Tamil Nadu,Thiruvarur,2013,Rabi,Maize,1.0,5.0
Tamil Nadu,Thiruvarur,2013,Rabi,Urad,58178.0,60610.0
Tamil Nadu,Thiruvarur,2013,Whole year,Sugarcane,503.0,52098.0
Tamil Nadu,Tiruchirappalli,2012,Kharif,Maize,7716.0,19035.0
Tamil Nadu,Tiruchirappalli,2012,Kharif,Rice,45237.0,138079.0
Tamil Nadu,Tiruchirappalli,2012,Kharif,Urad,2091.0,878.0
Tamil Nadu,Tiruchirappalli,2012,Whole year,Sugarcane,4899.0,345403.0
Tamil Nadu,Tiruchirappalli,2013,Kharif,Maize,9346.0,38586.0
Tamil Nadu,Tiruchirappalli,2013,Kharif,Rice,48050.0,226632.0
Tamil Nadu,Tiruchirappalli,2013,Kharif,Urad,1050.0,882.0
Tamil Nadu,Tiruchirappalli,2013,Rabi,Maize,511.0,2556.0
Tamil Nadu,Tiruchirappalli,2013,Rabi,Urad,8155.0,9294.0
Tamil Nadu,Tiruchirappalli,2013,Whole year,Sugarcane,4034.0,449019.0
Tamil Nadu,Tirunelveli,2012,Kharif,Maize,11218.0,35592.0
Tamil Nadu,Tirunelveli,2012,Kharif,Rice,45401.0,182667.0
Tamil Nadu,Tirunelveli,2012,Kharif,Urad,10140.0,4125.0
Tamil Nadu,Tirunelveli,2012,Whole year,Sugarcane,3534.0,273601.0
Tamil Nadu,Tirunelveli,2013,Kharif,Maize,720.0,4707.0
Tamil Nadu,Tirunelveli,2013,Kharif,Rice,62281.0,362994.0
Tamil Nadu,Tirunelveli,2013,Kharif,Urad,2230.0,1874.0
Tamil Nadu,Tirunelveli,2013,Rabi,Maize,12366.0,55624.0
Tamil Nadu,Tirunelveli,2013,Rabi,Urad,14688.0,5731.0
Tamil Nadu,Tirunelveli,2013,Whole year,Sugarcane,3369.0,215001.0
Tamil Nadu,Tiruppur,2012,Kharif,Maize,18095.0,111481.0
Tamil Nadu,Tiruppur,2012,Kharif,Rice,245.0,604.0
Tamil Nadu,Tiruppur,2012,Kharif,Urad,1863.0,908.0
Tamil Nadu,Tiruppur,2012,Whole year,Sugarcane,5347.0,491342.0
Tamil Nadu,Tiruppur,2013,Kharif,Maize,14495.0,112264.0
Tamil Nadu,Tiruppur,2013,Kharif,Rice,7511.0,43377.0
